ID_REF;a;b;c;d;e;f;g;h;i
ILMN_1695420;10.9307;10.8838;10.7083;10.84;10.6238;10.6472;10.7777;10.7777;10.7243
ILMN_1695421;6.98137;6.74114;6.82621;7.01864;6.64678;6.88916;6.8768;7.05993;6.85935
ILMN_1695422;9.39047;8.60094;7.68278;9.35399;8.91722;8.14125;9.22716;9.04734;8.66922
ILMN_1695423;9.28401;8.66814;7.86335;8.97792;7.06358;8.06204;9.03519;8.61869;7.50809
ILMN_1695430;7.84644;8.17556;8.16696;8.11574;8.70831;8.17061;8.29263;8.36291;8.5259
ILMN_1695432;9.69182;10.1124;8.67325;9.6352;9.73799;8.11826;9.8429;9.90236;8.07676
ILMN_1695435;7.14859;7.13775;6.94489;6.95809;6.71736;7.11054;7.02192;6.98518;6.9964
ILMN_1695442;7.13911;7.0587;6.86934;6.89483;7.00363;7.05571;7.1423;6.86392;7.10139
ILMN_1695443;6.7048;6.82241;6.92244;6.81822;6.88127;6.85962;7.06972;6.9126;6.94706
ILMN_1695446;7.01805;6.99446;7.29616;7.12624;7.26828;7.13837;7.03668;7.2625;7.07761
ILMN_1695461;7.35398;7.43488;7.42132;7.33979;7.50257;7.35947;7.30907;7.33648;7.32876
ILMN_1695468;7.52901;8.03796;7.45496;7.71475;6.96146;7.78212;7.65765;8.12689;7.6599
ILMN_1695472;6.96249;7.09415;7.01012;7.15733;7.16656;6.99485;7.28071;7.08902;7.11618
ILMN_1695475;6.91406;6.98915;7.71971;6.66689;6.94914;7.99434;6.9749;7.40404;8.43249
ILMN_1695485;7.05507;6.88759;7.21022;6.88395;7.14492;6.87742;6.81154;7.01892;6.88044
ILMN_1695490;6.93195;6.99004;6.6491;6.89992;7.01137;7.03822;6.92904;6.848;6.78184
ILMN_1695491;8.41326;8.91337;9.10817;8.3503;9.27964;9.10651;8.22187;9.47036;9.56887
ILMN_1695506;7.27332;7.01479;7.42547;7.04747;7.08234;7.17217;7.12592;6.92959;7.07155
ILMN_1695509;10.1154;9.80951;8.84562;10.2629;10.0695;8.75477;10.2541;10.0486;9.19366
ILMN_1695530;7.06513;6.86961;6.874;6.85403;7.07663;6.96117;7.09377;6.88777;6.85524
ILMN_1695533;6.79172;6.75422;6.97923;6.75451;6.77581;7.0131;6.7684;6.89481;6.92867
ILMN_1695537;7.2036;7.12657;7.00326;7.21496;6.90543;7.10575;7.00958;6.99253;7.13664
ILMN_1695549;7.3093;7.00687;6.97866;7.23886;7.22848;6.87347;7.22081;7.08004;7.08804
ILMN_1695562;7.10265;7.1702;7.04085;7.15992;7.27669;7.24845;7.08833;7.37907;7.50895
ILMN_1695576;10.3895;9.92441;10.8493;10.143;9.19026;10.3174;9.93772;9.71645;10.1863
ILMN_1695579;7.09129;7.15652;7.01557;6.91253;6.99496;6.99825;7.29444;7.13044;7.07593
ILMN_1695583;7.2264;7.12655;6.88781;6.97675;7.00451;7.03969;7.19159;7.3135;6.96751
ILMN_1695585;13.7561;13.7806;12.9585;13.5655;12.4733;13.1904;13.6019;13.6083;13.5134
ILMN_1695588;10.5938;10.7763;8.93019;10.6564;9.19087;10.066;11.4207;11.4808;10.7643
ILMN_1695590;7.05215;7.65592;7.49631;7.06317;8.14849;7.72609;7.28447;7.83544;7.91442
ILMN_1695598;13.605;13.4967;13.4236;13.536;12.938;13.437;13.5959;13.4657;13.6267
ILMN_1695601;7.13792;7.15922;7.36938;7.05687;7.44348;7.01728;7.07917;7.13799;7.01249
ILMN_1695604;7.4245;8.1758;7.87779;7.43823;8.8664;7.87484;7.5435;8.34611;7.55983
ILMN_1695606;9.02797;9.71464;12.1651;8.93246;10.4242;11.8319;9.0124;9.74791;11.6392
ILMN_1695618;7.10172;6.96431;7.02828;6.99767;7.16865;6.98789;6.99321;6.96238;6.96147
ILMN_1695621;6.90662;7.00227;6.8633;7.04755;7.1117;6.99091;6.90713;6.99033;7.05073
ILMN_1695631;6.77359;7.08491;6.79982;7.04874;7.01536;6.93608;6.99216;7.03652;6.91283
ILMN_1695633;6.82673;6.91618;6.80543;6.87304;6.85419;6.98027;7.24431;6.88493;6.84465
ILMN_1695640;6.96035;6.92141;6.90992;7.00198;6.87513;6.92608;6.96999;6.96717;6.98332
ILMN_1695645;11.3362;11.6842;12.3374;11.0059;11.7281;12.0391;11.0952;12.0744;11.9962
ILMN_1695658;10.2383;10.7032;10.5258;10.2351;11.3156;9.88111;10.1894;10.8564;9.80799
ILMN_1695663;7.13083;6.96896;6.92293;6.66438;6.88215;6.93296;6.97338;6.93094;6.94098
ILMN_1695679;6.91243;6.91894;6.86112;6.74717;6.76569;6.97724;6.93939;6.76938;7.09798
ILMN_1695687;12.1135;12.1216;10.5057;12.2267;12.5437;10.2318;12.4862;11.8209;10.5237
ILMN_1695691;6.93644;6.95029;7.03252;6.93641;7.23624;6.83848;7.10283;6.9889;6.92656
ILMN_1695694;6.82304;6.72942;6.8113;6.91474;6.70391;6.85184;6.97126;6.9622;6.88673
ILMN_1695697;6.69541;6.97826;6.82795;6.98469;6.85873;6.84578;6.90605;6.87554;6.79242
ILMN_1695706;9.94858;10.0525;10.2552;9.63561;11.4227;10.7543;10.431;11.3539;10.6161
ILMN_1695711;7.16927;7.07126;7.18953;7.3763;6.93052;7.37123;7.17963;7.2115;7.06448
ILMN_1695717;8.27272;8.10375;7.96107;8.35204;8.51652;8.17011;7.91195;7.9905;7.79083
ILMN_1695719;11.0361;10.9371;10.8127;11.3065;11.1;10.551;11.3263;10.5376;10.6407
ILMN_1695731;11.1919;11.0884;11.1425;11.2987;11.2476;10.6809;11.2233;10.6387;10.9261
ILMN_1695740;6.90104;7.07142;7.00533;6.96921;6.83296;7.04199;6.85493;7.03601;6.97985
ILMN_1695744;6.93583;6.79081;7.04556;6.85903;7.12386;6.8716;6.81792;7.08399;6.97185
ILMN_1695745;8.46834;9.20391;9.28512;8.27224;8.82845;9.87785;8.36701;9.48761;9.20067
ILMN_1695746;6.88427;6.72096;7.22121;6.98114;6.87818;6.74815;6.89978;6.8243;6.76154
ILMN_1695754;6.93884;6.78482;6.94267;6.94386;6.78184;6.96149;6.92369;6.99673;7.00544
ILMN_1695759;8.23016;7.94697;7.26938;8.05975;8.31984;7.32667;8.17643;7.77007;7.60331
ILMN_1695763;8.58536;8.59912;9.0929;8.46961;8.53703;8.85894;8.54881;8.3987;8.21673
ILMN_1695773;7.20559;6.95022;6.98171;7.20021;7.57661;7.00543;7.08906;7.07323;7.0078
ILMN_1695775;6.92209;6.98116;6.99465;7.06054;6.89718;6.9549;6.94703;6.96914;6.98168
ILMN_1695790;6.91107;6.89055;6.91668;6.8713;6.96282;7.09836;7.11113;7.23555;6.9354
ILMN_1695792;10.5968;10.4799;10.5762;10.5832;10.9963;10.4885;10.5515;10.258;10.5789
ILMN_1695797;8.19958;8.77733;9.66995;8.28256;9.55138;9.30822;8.38411;8.41414;9.76015
ILMN_1695799;6.98028;6.69139;7.00617;6.86537;6.94831;6.86668;6.81986;6.81515;7.03231
ILMN_1695807;6.91765;6.67966;6.93269;6.85893;6.90639;6.74258;6.82755;6.70434;6.91218
ILMN_1695812;6.92237;6.81725;6.9134;6.71434;6.8223;6.89893;6.94953;6.95131;6.89735
ILMN_1695814;7.06312;7.12032;7.11185;6.98716;7.0941;7.03333;6.97496;6.97975;6.98317
ILMN_1695821;8.61985;8.58998;9.5907;8.6252;8.62383;9.20746;8.48796;8.4175;9.26156
ILMN_1695827;10.4566;10.7556;10.7317;10.5317;11.2598;10.2824;10.3922;10.2586;9.88506
ILMN_1695829;7.01532;6.9695;8.20025;7.12284;7.52167;7.70588;7.05486;6.99307;7.67119
ILMN_1695844;6.6842;6.81633;6.99708;6.98305;6.74609;6.83299;7.0554;6.88066;6.75206
ILMN_1695847;7.55441;7.63974;7.56432;7.50074;7.81532;7.39125;7.63179;7.73956;7.49951
ILMN_1695851;7.30343;6.86461;7.1181;7.12166;6.98164;6.88387;6.96625;7.02155;6.91391
ILMN_1695852;6.76258;6.92864;6.90548;7.06857;6.81452;6.8964;6.93828;6.87914;6.89263
ILMN_1695853;7.74286;7.82322;8.73009;7.6941;8.22267;8.54126;7.65544;7.91751;8.21647
ILMN_1695856;6.823;6.99429;6.96506;6.86489;6.95262;6.92617;7.06907;7.0872;6.90832
ILMN_1695858;7.02749;7.01503;6.66851;7.06727;7.11366;7.08887;7.08921;7.09438;6.96753
ILMN_1695864;7.00443;7.14549;6.92263;6.94307;6.98321;7.01415;7.01681;7.01066;6.8988
ILMN_1695865;6.98386;7.10385;6.95014;6.93273;6.85086;7.17228;7.06867;7.17382;7.20619
ILMN_1695868;11.9948;11.8894;11.4258;11.6722;10.5674;11.9289;11.6458;12.0618;11.5955
ILMN_1695871;6.71777;6.80909;6.8052;6.78052;7.13105;6.83189;6.68106;6.84533;6.99677
ILMN_1695872;8.05328;7.86232;7.62112;7.88715;7.64683;8.21548;8.18857;8.48518;7.72819
ILMN_1695878;6.96994;6.87601;6.87902;6.9873;7.26678;6.98501;7.0508;7.06997;6.99172
ILMN_1695880;7.31416;8.91371;7.81668;7.44092;9.85253;7.92083;7.46479;9.39012;7.22268
ILMN_1695891;6.94411;6.91357;7.21075;6.84617;6.96431;7.01455;6.86664;6.9141;6.94276
ILMN_1695893;6.7577;6.95007;6.78532;6.82469;6.82096;6.93412;6.75494;7.00312;6.99101
ILMN_1695899;8.34744;8.05097;7.59878;7.83143;6.99578;7.48779;8.27938;8.22579;8.26543
ILMN_1695900;6.85485;6.89742;6.93071;7.08071;6.89002;6.95982;6.83098;6.87972;6.87487
ILMN_1695902;7.36626;7.32411;6.95288;7.21809;7.14968;7.551;7.40073;7.41221;7.49319
ILMN_1695917;11.1434;11.2652;12.4175;10.997;12.1981;12.1518;11.1425;11.5295;11.8209
ILMN_1695924;7.03887;7.03738;6.75787;6.80412;7.1001;6.89449;7.08246;6.95655;6.93973
ILMN_1695940;7.0287;6.91194;6.85769;6.97508;6.73972;6.90274;6.79152;6.8756;6.71553
ILMN_1695941;8.04044;7.9247;7.04557;8.10264;8.33371;7.06502;8.3021;8.22332;7.09175
ILMN_1695945;7.14895;8.77767;11.461;7.13583;10.7017;10.9993;7.34785;9.22165;11.4587
ILMN_1695946;9.48239;8.88659;9.65584;9.35548;8.17921;9.05072;9.22973;8.28015;8.97907
ILMN_1695947;7.0775;6.81695;7.0844;7.07865;7.0965;7.09362;6.97177;7.16629;6.94852
ILMN_1695949;6.87234;6.82116;6.7484;6.82979;6.7344;7.01172;6.88829;7.009;6.8197
ILMN_1695959;7.23586;6.9582;7.07147;7.26781;6.76555;6.86574;7.14746;7.0359;6.98956
ILMN_1695960;7.13099;7.01654;6.99778;6.87389;7.1036;7.0303;6.97411;7.06392;7.00547
ILMN_1695961;7.35259;7.4985;7.65795;7.62176;7.47171;7.65572;7.29337;7.38437;7.63262
ILMN_1695962;10.2618;9.76517;10.2967;10.4435;9.26863;9.79402;10.07;9.33773;9.85689
ILMN_1695965;7.00038;6.98043;6.83548;6.76316;6.8149;6.92982;6.68315;6.83319;6.90642
ILMN_1695968;6.81079;7.0085;6.9765;6.86533;6.95196;6.87597;6.98715;6.83964;6.98847
ILMN_1695969;6.9337;6.84258;6.74655;6.99197;6.87555;6.81521;6.91404;6.96054;6.88458
ILMN_1695972;6.71608;7.09249;7.13291;7.03984;7.03557;6.84955;6.95254;6.77011;6.93772
ILMN_1695978;7.12597;7.2492;7.65687;7.13848;7.41751;7.37907;7.1566;7.61276;7.38351
ILMN_1695983;11.0766;10.956;10.4383;11.0018;11.0991;10.7249;11.167;11.1251;10.9466
ILMN_1695991;7.06589;7.39914;7.4301;7.20314;7.5967;7.87273;7.15192;7.40151;8.3848
ILMN_1695992;6.94734;6.84412;6.82838;6.89675;7.10309;6.67624;6.898;6.99879;6.91242
ILMN_1695998;7.05574;7.14267;6.86382;7.12155;6.92523;6.8063;6.84088;7.26913;6.89171
ILMN_1696003;8.9408;8.77626;8.4528;8.94876;8.69334;8.6054;8.83954;9.11576;8.3819
ILMN_1696004;6.90221;6.98761;6.98721;6.87624;6.90733;6.81838;6.88906;6.846;6.68218
ILMN_1696015;6.99719;6.99054;6.90138;6.93502;6.92578;6.90354;6.97858;6.97313;7.02644
ILMN_1696021;10.2872;10.5073;10.7663;10.3294;11.0008;10.3152;10.3787;10.2462;10.1436
ILMN_1696027;9.78375;9.34288;9.06026;9.77186;8.35179;9.71604;9.52928;9.50919;9.84489
ILMN_1696028;8.23061;8.30535;8.28345;8.51403;8.31435;7.99289;8.25641;8.08578;8.05908
ILMN_1696029;7.02792;6.95966;6.89571;7.13969;6.70357;6.9725;6.70079;6.93443;6.96694
ILMN_1696031;7.28756;7.23521;6.87486;7.05588;7.11871;7.1674;7.39151;7.73313;7.29994
ILMN_1696035;6.97016;6.93992;6.69781;7.0371;7.01072;6.87397;6.95688;6.8986;6.94836
ILMN_1696038;7.34128;7.28123;7.3347;7.43946;7.21259;7.17616;7.25258;7.35193;7.06288
ILMN_1696041;6.93992;6.87021;6.82684;6.85621;6.77987;6.98806;7.04879;7.02362;7.01799
ILMN_1696046;11.2772;10.8579;10.8301;10.8285;10.2955;10.7073;10.8074;11.1951;10.5163
ILMN_1696048;7.12005;6.85116;6.9278;7.07021;7.08155;6.89492;6.92522;7.06371;6.98648
ILMN_1696051;6.83311;6.84666;6.96475;6.88715;6.91486;6.91845;7.27001;6.88678;6.87436
ILMN_1696054;6.85133;6.81244;10.3596;6.79484;6.78192;11.0059;6.77987;6.80101;11.3906
ILMN_1696055;7.53126;7.11376;6.92105;7.47827;6.84444;6.78101;7.39803;7.00022;7.06175
ILMN_1696056;7.13125;7.05499;6.83722;7.15107;7.06057;7.13411;7.09033;7.27363;7.09207
ILMN_1696060;6.78194;6.98766;7.02974;6.68794;6.91073;6.99755;6.81973;6.94375;6.95192
ILMN_1696065;9.30589;9.60983;9.70739;9.37157;9.05003;9.63903;9.08182;9.17139;9.39047
ILMN_1696066;7.93581;7.52348;7.29237;8.02463;7.07396;7.47943;8.14349;8.02209;7.70382
ILMN_1696068;6.8103;6.66851;7.18878;6.86063;6.95893;7.00083;6.76819;6.9377;6.76389
ILMN_1696079;6.71018;7.07045;6.86099;6.81838;6.76514;6.8541;6.77691;6.70196;6.86774
ILMN_1696085;6.93489;6.82339;6.87459;6.91617;7.04929;6.82599;6.96978;6.88223;6.85142
ILMN_1696087;10.7317;10.5175;9.28653;10.7509;9.9643;10.2457;10.7017;10.5196;10.5251
ILMN_1696099;8.22792;7.93353;8.04596;7.99069;8.14175;7.90648;7.95125;7.62724;8.11981
ILMN_1696110;7.06863;7.02508;7.08117;7.2508;7.14573;6.99095;7.03651;7.14456;7.21735
ILMN_1696118;6.9933;7.18175;7.01403;7.10078;6.86139;6.94632;7.22262;6.98111;7.20584
ILMN_1696119;6.98503;6.78914;6.86741;6.81229;6.7214;6.85137;6.82195;6.80175;6.83523
ILMN_1696120;7.0746;6.95241;7.14432;6.8175;7.15003;6.99553;7.11914;6.94654;7.12732
ILMN_1696126;6.96879;6.99874;6.91076;6.88242;7.26371;7.36647;6.94629;7.1835;7.22196
ILMN_1696127;9.02733;8.98551;8.64527;9.03609;9.14443;8.46412;9.00945;8.83023;8.81387
ILMN_1696131;6.80668;6.82896;6.94104;6.87724;6.79612;6.74735;6.79511;6.87163;6.79974
ILMN_1696132;7.07323;6.97144;6.9388;7.02602;7.03445;6.97489;6.84107;6.99598;6.90049
ILMN_1696133;8.67442;8.68229;8.36512;8.47784;8.91466;8.38566;8.71544;8.84703;8.2415
ILMN_1696151;7.41109;7.32494;6.89471;7.19973;7.12553;7.01221;7.08454;7.14521;7.09347
ILMN_1696160;7.63472;7.59274;7.3105;7.64881;7.21554;7.32845;7.75068;7.68232;7.56963
ILMN_1696162;6.98149;7.016;6.96664;7.05904;6.94924;7.11311;6.80095;6.76691;7.09392
ILMN_1696163;6.91203;6.8064;6.84313;6.91125;6.89627;6.88392;6.99676;6.93622;6.97782
ILMN_1696167;8.12988;7.25967;6.96644;8.08961;7.56174;7.00984;8.33057;7.45669;7.06445
ILMN_1696183;7.16569;7.08291;7.6225;7.28522;6.96663;7.2243;7.236;7.31582;7.30007
ILMN_1696186;7.64218;7.23395;7.10055;7.58736;7.00668;7.07283;7.66552;7.49864;7.29678
ILMN_1696187;8.52815;7.92451;7.54791;8.61044;7.40114;7.6919;8.75686;7.85956;7.9293
ILMN_1696189;6.87082;6.86797;7.06597;7.02971;7.02425;6.98159;6.92113;6.88526;6.93273
ILMN_1696190;7.95862;8.05721;8.1308;7.92508;8.13715;7.56899;8.10264;7.90915;7.8764
ILMN_1696193;7.09793;7.2163;7.07923;6.98582;7.32224;6.89669;7.16182;7.0326;6.97294
ILMN_1696214;7.20151;6.79933;6.86184;7.00603;6.98988;6.97423;7.11576;6.9041;6.82546
ILMN_1696218;6.88899;6.95616;7.20902;6.95401;6.88117;6.90997;6.97087;6.84624;6.92009
ILMN_1696223;7.1553;7.0175;7.79347;7.15634;6.97779;7.39988;7.0462;7.06707;7.21621
ILMN_1696228;6.86357;6.9229;6.75461;6.98766;6.92142;6.78993;7.07353;6.99087;7.01484
ILMN_1696230;7.08079;7.05725;7.00189;7.156;7.07894;7.08307;7.22961;7.18749;7.0471
ILMN_1696243;7.26598;7.12284;7.50695;7.23213;7.08802;7.1628;7.08857;7.2501;7.24571
ILMN_1696246;6.63399;6.92799;6.7305;6.96928;6.82222;6.78095;7.06888;6.92238;6.91771
ILMN_1696249;7.13453;7.03633;6.98935;7.20779;6.9197;7.30842;6.96374;7.18035;7.11827
ILMN_1696254;8.45078;8.23198;8.93793;8.17898;8.86943;8.66477;8.25938;8.40725;8.20592
ILMN_1696263;6.96508;7.0129;7.13411;6.75369;6.88522;6.89566;6.96616;7.11865;6.93975
ILMN_1696265;6.96586;6.91408;6.97908;7.01648;7.06801;7.00267;6.92566;7.04552;7.00988
ILMN_1696266;7.65095;7.67334;7.59373;7.74703;7.8341;7.53889;7.55199;7.57201;7.44797
ILMN_1696270;8.50095;8.6976;8.45419;8.23377;8.6736;8.84425;8.46675;8.77626;9.06968
ILMN_1696276;8.03409;8.25188;8.88401;8.21619;8.53974;8.4041;8.0322;8.06949;8.83376
ILMN_1696279;7.14337;6.90072;7.22524;6.911;6.83686;6.96987;6.96889;6.92426;6.8854
ILMN_1696284;6.89347;7.68311;6.88644;6.81375;8.38436;6.94959;6.77426;7.88343;6.89112
ILMN_1696289;7.18273;6.90123;6.89818;6.94702;6.98051;6.95019;6.87905;7.03998;6.94102
ILMN_1696294;7.17294;7.30412;7.26513;7.06882;7.1305;7.294;7.10871;7.16454;7.2639
ILMN_1696295;7.01747;7.49319;7.19471;6.84193;7.05208;7.14903;6.90552;7.03954;7.20233
ILMN_1696302;9.32549;9.20541;7.04716;8.81173;7.33436;7.74513;9.57038;9.80067;8.23776
ILMN_1696306;7.04058;6.91109;6.77019;6.88981;6.92289;7.02805;6.96553;7.07524;6.81906
ILMN_1696311;7.70937;8.59181;9.58994;7.86356;8.7944;9.39047;7.78724;8.51999;8.89697
ILMN_1696316;7.24438;7.12258;6.88384;7.27741;7.07688;7.06302;7.1986;7.08631;6.98072
ILMN_1696317;6.80578;6.85789;6.92142;6.77926;6.71948;6.92894;6.76377;6.85776;6.74682
ILMN_1696318;6.88203;6.90099;7.04796;6.93408;7.02041;6.96139;7.0408;7.10364;7.18805
ILMN_1696320;7.01157;6.86193;6.92329;7.21377;7.17831;6.90475;6.8401;7.04401;7.05882
ILMN_1696330;9.03519;8.7537;8.23122;8.86979;9.03676;8.26596;8.8777;9.07888;8.1568
ILMN_1696333;6.84806;7.00661;6.85465;7.07206;6.82955;6.87989;7.07864;7.07854;6.88043
ILMN_1696339;11.4218;12.1106;7.59545;11.7592;11.6969;7.1571;11.7756;10.9323;7.88901
ILMN_1696347;11.5558;10.7643;9.06473;11.493;10.7873;9.77714;11.6722;10.878;9.83584
ILMN_1696355;7.05481;7.05714;6.85029;6.87343;6.95822;6.99169;6.8433;7.2339;6.96929
ILMN_1696360;8.06082;8.40081;10.1996;7.97832;9.0708;9.87104;8.22909;8.53163;10.2781
ILMN_1696375;9.30327;9.23438;9.19664;9.08142;9.5374;8.72979;8.99132;9.14837;9.11611
ILMN_1696380;6.82135;6.82037;6.86876;6.85785;7.01;6.94801;6.8287;6.93731;7.03885
ILMN_1696383;8.08462;8.1469;7.62422;7.99608;7.09424;8.03127;7.94887;8.35102;7.64978
ILMN_1696391;6.89544;6.94716;7.21675;6.9058;7.06127;6.95117;6.82612;6.93169;7.0306
ILMN_1696392;6.98649;7.12351;7.12245;6.97372;6.77474;7.08568;7.00792;6.91013;7.14306
ILMN_1696394;6.90189;6.89662;7.0722;6.88184;6.98799;7.03805;7.05706;6.86434;6.87779
ILMN_1696397;6.91364;7.09441;6.91243;6.93828;7.12111;7.13738;6.9631;6.94096;7.00154
ILMN_1696403;6.86023;6.75846;6.75905;7.03039;6.90714;6.93506;7.04967;6.94231;7.01427
ILMN_1696407;13.4277;13.4442;13.1131;13.4442;14.2236;13.0839;13.3621;13.4236;13.1097
ILMN_1696415;6.86097;7.09593;7.0672;7.06467;7.07239;7.03922;7.16072;7.06806;7.1094
ILMN_1696419;7.44731;7.37929;7.5431;7.58591;7.94423;7.63619;7.38312;7.27001;7.40827
ILMN_1696420;9.67417;10.0251;9.75185;9.94782;10.5853;9.78251;10.0058;10.0136;9.77032
ILMN_1696424;6.79315;7.14918;6.86078;7.0893;6.9322;6.98626;6.97173;7.15169;6.9913
ILMN_1696432;10.6531;10.7221;10.3042;10.3037;11.0876;10.7493;10.3413;10.5412;10.0067
ILMN_1696434;8.47036;10.0741;9.62359;9.11868;10.8316;9.25547;9.21495;10.0648;10.3521
ILMN_1696444;6.77588;6.95374;6.98168;6.88523;6.89984;7.02019;6.8627;6.81944;6.64547
ILMN_1696450;7.02071;7.09194;6.83378;6.99427;6.90042;6.97404;7.12726;7.14834;6.91614
ILMN_1696463;6.75666;6.7344;6.86701;6.81151;6.89393;6.81888;6.99882;6.99206;6.68289
ILMN_1696466;6.94005;6.77928;6.86839;7.11189;7.12702;7.00939;6.89776;7.00256;6.96493
ILMN_1696468;7.35524;7.10892;7.54845;7.40516;7.96356;7.19322;7.38164;7.16521;7.27521
ILMN_1696469;8.1328;8.55886;7.56573;8.10755;8.06906;7.86464;8.48357;8.43084;8.08359
ILMN_1696480;6.84419;6.80315;7.12828;6.86029;6.86701;6.90154;6.92315;6.94678;6.94271
ILMN_1696485;11.2643;11.3263;9.84614;11.1634;11.1884;9.83236;11.4246;11.0612;9.79116
ILMN_1696486;6.81908;6.89789;6.76796;6.77396;6.71709;6.76239;6.96134;6.68245;6.80818
ILMN_1696488;7.1479;7.14627;6.92203;7.07362;6.9912;7.04825;7.16265;7.04027;6.84982
ILMN_1696494;10.0681;10.3527;10.7923;9.83236;11.043;10.275;10.1983;10.6864;9.97447
ILMN_1696497;6.83858;6.90624;7.03477;6.78242;6.77021;6.79842;6.85423;6.73018;6.77798
ILMN_1696503;7.19437;7.2717;7.33194;7.3102;7.33761;7.29782;7.07529;7.312;7.24566
ILMN_1696510;8.66976;8.90079;8.82619;8.67138;9.19973;8.73944;8.53786;8.72099;8.29636
ILMN_1696512;7.43029;7.11931;6.92961;7.41454;7.03201;6.99125;7.47158;7.08849;6.96199
ILMN_1696513;6.86137;6.84316;6.90998;6.80743;6.89068;6.66928;6.84513;6.70472;6.76681
ILMN_1696521;7.00327;6.96541;6.83813;7.02176;6.9617;6.82895;6.82809;7.02268;6.93602
ILMN_1696526;6.95188;6.86268;6.91951;7.04962;6.79583;7.10645;6.85406;6.8309;6.73014
ILMN_1696528;6.84497;6.78497;7.01196;6.81094;6.90233;6.78872;6.87422;6.83807;6.8751
ILMN_1696532;8.43664;8.50373;8.2061;8.55583;8.03819;7.83428;8.50462;7.90316;7.86802
ILMN_1696537;9.11147;8.07894;8.13349;8.77322;8.86723;7.94405;8.64448;8.45363;8.01827
ILMN_1696546;7.23257;7.22388;7.59334;7.17452;7.23917;7.44754;7.2559;7.24035;7.30096
ILMN_1696554;7.01648;6.94972;6.94947;6.93075;6.91782;6.78107;7.03052;6.89682;6.81187
ILMN_1696556;7.98095;7.9688;7.31095;8.0205;8.40104;7.35311;8.14799;8.00702;7.72886
ILMN_1696558;6.77826;6.88385;6.90134;6.88398;6.99878;6.83521;7.10053;6.92968;6.88733
ILMN_1696567;7.03882;6.79323;6.89635;6.88148;6.89034;6.7734;6.82113;6.75472;6.84969
ILMN_1696568;9.33176;9.28542;9.27575;9.25081;9.69327;9.40222;9.50373;9.26863;9.1913
ILMN_1696582;6.82753;6.68945;6.90551;6.70012;6.84313;6.91396;6.76323;6.7884;6.81764
ILMN_1696583;7.21795;6.97776;7.00343;7.04938;7.17523;7.01269;7.00129;7.04281;7.1357
ILMN_1696584;6.91131;6.78878;6.88798;6.75905;6.92846;7.01085;6.79083;6.95135;6.97088
ILMN_1696585;8.16322;7.17207;8.50549;8.17078;7.17386;8.15875;8.00567;7.24438;7.82244
ILMN_1696587;6.79774;7.10728;8.10661;6.90993;7.2121;7.84022;6.92337;7.07247;7.89405
ILMN_1696590;9.82443;8.12201;7.3135;9.58233;7.35494;7.02362;9.50112;7.76544;6.96587
ILMN_1696591;7.40114;7.27483;8.2087;7.58528;7.69508;7.96529;7.57586;7.47852;7.68504
ILMN_1696597;6.9449;7.06384;6.95527;7.0041;6.87786;6.91814;6.80179;7.03434;6.89194
ILMN_1696600;7.06926;7.04474;6.87033;6.73543;6.92743;6.79812;6.90931;6.84981;6.86574
ILMN_1696601;9.97844;9.88063;8.3666;9.96885;9.19707;8.6139;10.0736;8.92886;9.00705
ILMN_1696615;7.14264;7.37459;7.66266;7.07774;7.36647;7.50973;6.97454;7.36295;7.5681
ILMN_1696622;8.48147;7.93083;7.18776;8.16534;7.47197;7.54942;8.2979;8.24006;7.70979
ILMN_1696643;8.88537;9.0493;9.64592;8.94594;9.21371;9.39715;9.07111;8.52917;9.38332
ILMN_1696654;7.08985;6.97474;6.95093;7.0431;7.00412;7.29122;7.17195;7.38681;7.22018
ILMN_1696657;8.49428;9.83021;11.9839;8.4979;9.10683;11.1935;8.59277;9.3274;10.7556
ILMN_1696659;6.70602;6.9118;6.91783;6.82749;6.94719;6.76335;6.82939;6.68983;6.64202
ILMN_1696661;6.92409;6.8065;6.94637;6.90844;7.06141;6.71346;6.89757;6.76206;6.93068
ILMN_1696666;6.99053;6.98315;6.82833;6.86544;6.85557;6.98543;7.10142;6.77629;6.87382
ILMN_1696670;7.67711;7.374;7.52129;7.62295;7.66294;7.17581;7.7904;7.37513;7.26045
ILMN_1696675;8.69498;9.15693;9.9837;8.9536;9.28295;10.0431;8.67787;8.96066;9.98459
ILMN_1696682;6.91503;6.94919;6.87627;6.85847;6.98507;6.91401;6.93967;6.72372;6.87821
ILMN_1696683;7.02158;6.81006;7.05883;6.73215;6.74986;6.98094;6.95051;6.93148;6.89159
ILMN_1696684;6.82225;6.83512;6.87384;6.85667;6.98687;6.83253;6.91406;6.915;6.93517
ILMN_1696692;6.97659;7.11109;7.12421;6.93074;7.02867;6.86289;6.87456;6.88055;7.01158
ILMN_1696698;7.03324;7.17195;7.12222;7.0274;7.19973;7.08804;6.90051;7.0744;7.10545
ILMN_1696699;7.9218;10.1595;7.93501;8.09685;11.012;7.94126;8.19888;10.3065;8.10527
ILMN_1696701;7.22405;7.26842;7.91063;7.16735;7.5642;7.96151;7.12867;6.98178;7.50887
ILMN_1696702;8.76336;9.84091;8.6533;9.03826;9.43624;9.00017;9.18844;9.81373;9.43826
ILMN_1696704;7.40428;7.36028;8.15425;7.33072;7.68006;7.71689;7.55649;7.44039;7.33255
